RECTYPE,LEA,ESTAB,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE,PTAC5EM_PTQ_EE
1,301,4024,101244,0,CY,287,49.2,0.27,0.15,0.40,21%,13%,61%,47%
1,301,4005,140945,0,FUTC,90,36.4,-1.15,-1.37,-0.92,0%,0%,29%,23%
1,301,4003,140962,0,F,,,,,,,,,
1,301,4006,142908,0,F,,,,,,,,,
1,301,4029,133561,0,CY,223,51.0,0.20,0.06,0.35,20%,14%,65%,63%
1,301,6003,136746,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,301,4001,139791,0,F,,,,,,,,,
1,301,4027,101245,0,CY,275,51.5,0.00,-0.13,0.12,48%,36%,64%,61%
1,301,4028,141683,0,ACC,260,53.1,0.38,0.25,0.51,75%,47%,58%,56%
1,301,4004,141178,0,AC,231,46.6,-0.07,-0.22,0.08,33%,13%,61%,50%
2,301,6002,134388,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,301,7005,131102,0,CYS,16,0.3,-1.44,-1.98,-0.90,0%,0%,0%,0%
4,301,,,,,2204,49.6,0.16,0.11,0.20,35.1%,22.1%,59.5%,53.5%
1,302,4001,139594,0,F,,,,,,,,,
1,302,5406,136308,0,ACC,223,60.7,0.58,0.43,0.72,87%,65%,89%,85%
1,302,6119,131261,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6007,140492,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6092,101388,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,5408,101365,0,VA,106,53.7,0.50,0.25,0.75,35%,20%,58%,48%
1,302,6101,101393,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4211,137388,0,ACC,132,53.4,0.31,0.11,0.50,38%,24%,73%,61%
1,302,4215,136418,0,ACC,179,58.0,0.79,0.64,0.95,41%,35%,78%,75%
1,302,4210,138685,0,ACC,175,47.8,0.16,-0.01,0.32,45%,25%,58%,53%
1,302,6098,101391,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4212,136658,0,ACC,210,54.1,0.05,-0.10,0.20,85%,47%,72%,68%
1,302,6118,135072,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,5405,101362,0,VA,174,57.1,0.29,0.13,0.45,55%,45%,76%,74%
1,302,4003,101345,0,CY,161,45.3,-0.14,-0.32,0.03,39%,22%,47%,39%
1,302,5409,137539,0,ACC,166,60.9,0.42,0.23,0.60,66%,59%,77%,74%
1,302,5400,137645,0,ACC,205,51.1,0.29,0.13,0.44,67%,37%,60%,57%
1,302,4752,138051,0,ACC,92,78.3,0.54,0.30,0.79,100%,100%,100%,100%
1,302,5427,135747,0,VA,185,57.0,0.47,0.30,0.63,51%,35%,77%,71%
1,302,6004,101369,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6905,134798,0,AC,204,49.3,0.37,0.22,0.53,36%,20%,59%,54%
1,302,6089,101387,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4004,142627,0,VA,,,,,,,,,
1,302,5402,137386,0,ACC,267,56.6,0.12,-0.02,0.25,84%,52%,79%,74%
1,302,6000,101367,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6086,134764,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6084,101385,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4208,137131,0,ACC,180,57.0,0.35,0.19,0.51,49%,38%,81%,76%
1,302,5401,136290,0,ACC,179,76.7,0.70,0.53,0.86,100%,99%,100%,100%
1,302,4000,139410,0,F,,,,,,,,,
1,302,5407,101364,0,VA,179,58.6,0.47,0.31,0.62,56%,46%,78%,75%
1,302,6014,101374,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,5403,101360,1,VA,72,41.3,-0.38,-0.70,-0.06,17%,6%,44%,32%
1,302,5404,101361,0,VA,96,74.6,0.57,0.36,0.79,99%,99%,100%,100%
1,302,6111,131830,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6110,131403,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4009,137374,0,ACC,141,42.8,-0.44,-0.65,-0.23,42%,14%,47%,39%
1,302,6015,137784,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6109,131288,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4012,137361,0,ACC,142,40.7,-0.12,-0.34,0.11,16%,11%,48%,37%
1,302,6906,135507,0,AC,172,61.5,0.75,0.59,0.91,79%,56%,88%,83%
2,302,6201,136263,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,302,7010,101397,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,302,7000,101394,0,CYS,21,0.2,-1.67,-2.15,-1.19,0%,0%,0%,0%
4,302,,,,,3664,55.7,0.32,0.29,0.36,59.8%,43.3%,72.5%,67.4%
1,303,5403,136334,0,ACC,158,66.6,0.17,-0.01,0.34,82%,72%,98%,93%
1,303,4000,136369,0,ACC,189,69.7,0.30,0.15,0.45,70%,67%,99%,98%
1,303,4002,137138,0,AC,280,42.6,-0.54,-0.67,-0.42,11%,6%,46%,33%
1,303,4008,137965,0,ACC,205,50.5,0.02,-0.13,0.17,32%,15%,60%,54%
1,303,6001,140039,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,303,6905,133769,0,AC,143,38.5,-0.53,-0.72,-0.35,23%,9%,43%,31%
1,303,4009,137423,0,ACC,191,67.1,0.12,-0.04,0.27,75%,71%,99%,97%
1,303,4030,138686,0,ACC,160,46.9,-0.03,-0.19,0.14,6%,4%,55%,48%
1,303,4022,136330,0,ACC,304,45.1,-0.36,-0.48,-0.24,47%,20%,53%,44%
1,303,6907,135951,0,AC,161,50.2,0.11,-0.06,0.27,15%,9%,67%,61%
1,303,6906,135677,0,AC,170,52.7,0.18,0.02,0.34,62%,22%,71%,66%
1,303,5404,137368,0,ACC,204,49.8,-0.05,-0.20,0.10,15%,6%,69%,60%
1,303,5402,137681,0,ACC,201,56.5,0.50,0.35,0.65,63%,47%,76%,69%
1,303,5401,138650,0,ACC,120,48.1,-0.06,-0.26,0.14,21%,11%,56%,49%
1,303,4001,137769,0,ACC,209,69.4,0.36,0.21,0.51,80%,76%,100%,98%
1,303,4603,136538,0,ACC,180,52.3,0.33,0.17,0.49,64%,34%,58%,57%
1,303,4021,136720,0,ACC,270,46.4,-0.32,-0.45,-0.19,39%,16%,45%,40%
2,303,7002,101487,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,303,7004,131115,0,CYS,8,8.9,-2.14,-2.88,-1.40,0%,0%,0%,0%
2,303,6000,138386,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,303,7000,101485,0,CYS,31,4.6,-1.50,-1.88,-1.12,0%,0%,0%,0%
4,303,,,,,3195,52.2,-0.04,-0.07,0.00,43.4%,29.4%,66.3%,60.3%
1,304,5405,138610,0,ACC,222,49.7,0.56,0.41,0.72,26%,17%,67%,50%
1,304,6072,101576,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,6906,135600,0,AC,178,53.4,0.33,0.16,0.50,63%,39%,70%,58%
1,304,4001,141019,0,AC,228,36.7,LOWCOV,LOWCOV,LOWCOV,16%,7%,35%,26%
1,304,6076,131059,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,6905,134226,0,AC,193,48.3,0.26,0.10,0.42,32%,15%,54%,48%
1,304,5400,136656,0,ACC,245,55.9,0.37,0.23,0.51,83%,51%,71%,62%
1,304,5404,137994,0,ACC,170,50.7,0.22,0.05,0.39,52%,26%,56%,49%
1,304,6907,135973,0,AC,220,42.9,0.26,0.10,0.41,51%,22%,51%,46%
1,304,6069,101575,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,4033,133724,0,VA,295,63.1,0.45,0.32,0.58,64%,53%,85%,81%
1,304,5402,137685,0,ACC,316,52.8,0.36,0.23,0.48,76%,37%,64%,57%
1,304,6001,142329,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,4000,140862,0,F,,,,,,,,,
1,304,5407,101564,0,VA,118,42.7,-0.10,-0.35,0.14,23%,9%,51%,47%
1,304,5410,139319,0,ACC,246,50.5,0.10,-0.03,0.24,62%,31%,58%,50%
1,304,5403,138609,0,ACC,210,52.5,0.30,0.15,0.45,23%,18%,72%,64%
1,304,5406,101563,0,VA,172,56.3,0.46,0.29,0.63,85%,53%,82%,69%
1,304,6074,101578,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,4006,138457,0,ACC,207,59.5,0.69,0.54,0.83,88%,51%,66%,65%
2,304,6121,135373,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,304,7009,101583,0,CYS,17,NE,NE,NE,NE,NE,NE,NE,NE
2,304,7000,140796,0,ACCS,17,0.2,-1.49,-2.05,-0.93,0%,0%,0%,0%
4,304,,,,,3049,51.1,0.31,0.27,0.35,54.4%,31.6%,63.0%,55.2%
1,305,6000,101680,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,6003,101683,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,4604,136466,0,ACC,171,53.5,0.15,-0.02,0.31,51%,39%,73%,65%
1,305,6073,101692,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5400,136709,0,ACC,216,58.0,0.29,0.15,0.44,79%,63%,83%,81%
1,305,5409,136545,0,ACC,206,49.9,0.15,0.00,0.30,41%,20%,66%,57%
1,305,5408,136467,0,ACC,214,49.9,-0.15,-0.29,0.00,35%,29%,67%,62%
1,305,5401,136464,0,ACC,210,49.1,-0.24,-0.38,-0.09,30%,18%,64%,55%
1,305,5418,136355,0,ACC,262,57.2,0.36,0.23,0.49,86%,48%,82%,77%
1,305,6077,101695,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,6074,101693,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,6007,101685,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,4000,137121,0,AC,95,54.6,0.64,0.41,0.87,21%,17%,79%,73%
1,305,4003,143427,0,AC,,,,,,,,,
1,305,4002,137379,0,ACC,142,52.0,0.23,0.05,0.41,56%,39%,65%,57%
1,305,5407,136644,0,ACC,241,57.1,0.46,0.32,0.60,54%,41%,78%,73%
1,305,5406,136281,0,ACC,117,49.9,-0.09,-0.29,0.11,11%,5%,74%,64%
1,305,6009,138384,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5402,136586,0,ACC,213,58.2,0.42,0.27,0.57,40%,34%,81%,75%
1,305,5412,137006,0,ACC,239,58.7,0.52,0.38,0.66,79%,54%,82%,76%
1,305,8000,130430,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5405,136551,0,ACC,135,74.6,0.45,0.26,0.65,82%,80%,100%,100%
1,305,5419,138114,1,ACC,145,48.8,-0.15,-0.33,0.02,34%,20%,53%,46%
1,305,5403,136517,0,ACC,221,55.6,0.11,-0.03,0.26,59%,32%,76%,71%
1,305,5413,136540,0,ACC,214,49.8,-0.03,-0.17,0.12,25%,16%,59%,57%
1,305,5410,101676,0,VA,115,75.1,0.44,0.22,0.65,99%,94%,100%,100%
1,305,6079,134175,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,305,6082,136265,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,305,7001,141989,0,ACS,,,,,,,,,
2,305,6078,131395,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,305,7011,132008,1,CYS,11,6.5,-1.88,-2.51,-1.25,0%,0%,0%,0%
2,305,5950,101700,0,FDS,26,8.8,-1.18,-1.59,-0.77,0%,0%,0%,0%
2,305,6013,141697,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,305,7005,101697,0,FDS,7,0.3,-1.71,-2.50,-0.92,0%,0%,0%,0%
2,305,7012,135232,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,305,6080,135670,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,305,,,,,3318,53.4,0.10,0.06,0.13,50.7%,36.1%,71.7%,66.1%
1,306,6096,134585,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,4003,141210,0,AC,179,48.8,0.20,0.04,0.37,34%,14%,53%,45%
1,306,4600,101811,0,VA,112,53.8,0.25,0.05,0.45,70%,42%,68%,63%
1,306,6900,101849,0,CTC,178,49.7,-0.46,-0.63,-0.29,53%,24%,59%,53%
1,306,6095,133528,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,6012,139811,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,5405,101823,0,VA,153,62.1,0.44,0.27,0.61,97%,69%,88%,85%
1,306,6081,101845,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,6000,137567,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,4004,142040,0,AC,209,45.6,0.04,-0.12,0.19,11%,5%,55%,46%
1,306,6010,137671,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,6908,135955,0,AC,171,49.2,0.05,-0.11,0.21,33%,19%,70%,67%
1,306,6905,135249,0,AC,179,54.7,0.43,0.27,0.59,71%,34%,77%,72%
1,306,4001,139906,0,AC,110,51.4,0.59,0.37,0.82,65%,33%,56%,54%
1,306,6906,135311,0,AC,171,59.5,0.43,0.26,0.59,89%,46%,77%,74%
1,306,4002,140952,0,F,,,,,,,,,
1,306,8601,130434,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,4000,139074,0,AC,152,42.3,-0.07,-0.25,0.12,14%,7%,40%,32%
1,306,5406,137754,0,ACC,191,52.0,0.13,-0.02,0.29,59%,24%,71%,61%
1,306,2045,140209,0,AC,,,,,,,,,
1,306,6907,135654,0,AC,133,49.8,0.08,-0.10,0.27,41%,18%,66%,62%
1,306,6909,135968,0,AC,192,44.6,0.19,0.04,0.34,52%,18%,54%,52%
1,306,6082,101846,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,6910,136203,0,AC,87,43.1,0.15,-0.10,0.40,10%,6%,41%,36%
1,306,5400,138178,0,ACC,320,53.0,0.04,-0.08,0.16,55%,31%,68%,62%
1,306,6009,101835,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,4603,101813,0,VA,139,47.7,-0.16,-0.35,0.02,11%,5%,60%,51%
1,306,5402,138221,0,ACC,178,52.0,-0.09,-0.25,0.07,33%,21%,69%,65%
1,306,4702,101814,0,VA,149,47.2,0.46,0.24,0.69,47%,20%,58%,53%
1,306,5407,137772,0,ACC,169,50.1,-0.02,-0.18,0.14,43%,24%,53%,48%
1,306,5403,101821,0,VA,143,50.1,0.29,0.10,0.48,57%,25%,66%,62%
1,306,6077,101842,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,5900,131280,0,VA,115,50.8,0.08,-0.12,0.28,25%,19%,60%,55%
1,306,6014,101837,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,306,4031,138187,0,ACC,217,53.8,0.21,0.07,0.36,48%,35%,72%,61%
2,306,7004,101853,0,CYS,20,5.0,-2.92,-3.40,-2.44,0%,0%,0%,0%
2,306,7000,101851,0,CYS,44,4.4,-1.54,-1.86,-1.22,0%,0%,0%,0%
2,306,6104,133438,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,306,6089,131721,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,306,7008,101856,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,306,7001,101852,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
4,306,,,,,3844,48.4,0.08,0.04,0.12,44.6%,23.5%,60.4%,54.9%
1,307,6081,131982,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,4035,101932,0,CY,222,40.8,-0.26,-0.43,-0.10,48%,21%,36%,33%
1,307,6905,134369,0,AC,149,46.3,-0.01,-0.22,0.19,36%,25%,48%,42%
1,307,6338,135155,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,6050,101948,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,5400,101939,0,FD,213,51.2,0.34,0.19,0.49,77%,38%,62%,49%
1,307,4603,101934,0,VA,291,58.0,0.66,0.53,0.78,76%,54%,85%,82%
1,307,4030,101930,0,CY,177,48.6,0.39,0.23,0.55,36%,25%,62%,56%
1,307,5403,137221,0,ACC,228,52.2,0.30,0.15,0.44,86%,47%,66%,60%
1,307,4001,142654,0,F,,,,,,,,,
1,307,6082,133444,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,6084,101964,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,5402,101941,0,FD,214,53.6,0.41,0.26,0.57,62%,39%,64%,54%
1,307,4036,131310,0,CY,172,55.9,0.34,0.18,0.50,51%,42%,71%,63%
1,307,4031,137729,0,ACC,237,49.8,0.24,0.10,0.38,32%,21%,59%,48%
1,307,5401,101940,0,FD,230,56.5,0.46,0.32,0.59,58%,47%,80%,77%
1,307,6068,101957,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,5404,101943,0,FD,209,46.6,0.11,-0.05,0.28,63%,30%,54%,50%
1,307,6065,101954,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,6005,101946,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,6006,101947,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,307,4602,137546,0,ACC,193,60.1,0.43,0.28,0.59,72%,54%,91%,90%
1,307,4020,101928,0,FD,209,47.2,0.35,0.17,0.52,18%,13%,58%,50%
1,307,4000,139725,0,F,,,,,,,,,
2,307,7005,101965,0,CYS,29,1.4,-1.63,-2.03,-1.23,0%,0%,0%,0%
2,307,6339,135493,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,307,7012,101969,0,CYS,7,3.1,-1.38,-2.17,-0.59,0%,0%,0%,0%
2,307,6401,135794,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,307,7014,101971,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,307,7013,101970,0,CYS,10,0.8,-2.15,-2.81,-1.49,0%,0%,0%,0%
2,307,6064,101953,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,307,,,,,2795,50.6,0.28,0.24,0.32,55.2%,35.2%,64.0%,57.7%
1,308,4001,139815,0,F,,,,,,,,,
1,308,6907,136147,0,AC,215,41.9,-0.11,-0.27,0.04,37%,14%,39%,30%
1,308,4702,102052,0,VA,147,48.6,0.03,-0.16,0.22,52%,21%,59%,51%
1,308,5401,102056,0,FD,176,48.3,0.23,0.06,0.40,70%,32%,58%,53%
1,308,4037,102049,0,CY,207,46.4,-0.29,-0.44,-0.14,68%,22%,49%,42%
1,308,4007,102043,0,CY,255,50.3,0.23,0.10,0.37,51%,24%,59%,56%
1,308,4030,102048,0,CY,184,53.7,0.13,-0.03,0.29,76%,39%,68%,63%
1,308,5404,137094,0,ACC,172,49.5,-0.35,-0.51,-0.19,34%,20%,64%,60%
1,308,6003,141247,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,308,6305,135839,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,308,4000,139599,0,F,,,,,,,,,
1,308,4043,132256,0,CY,238,54.3,0.00,-0.13,0.14,59%,33%,77%,71%
1,308,4015,136327,0,ACC,227,51.9,0.30,0.16,0.44,67%,32%,63%,58%
1,308,5400,102055,0,VA,181,73.9,0.37,0.21,0.53,96%,93%,99%,98%
1,308,4038,102050,0,CY,213,47.2,0.29,0.14,0.44,57%,28%,53%,49%
1,308,6908,136157,0,AC,138,39.7,-0.25,-0.45,-0.05,31%,12%,34%,27%
1,308,6905,134311,0,AC,176,47.4,0.11,-0.06,0.27,56%,31%,52%,49%
1,308,6906,135958,0,AC,163,43.9,-0.06,-0.24,0.12,20%,9%,58%,45%
1,308,6001,102061,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,308,6068,134580,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,308,4706,102053,0,VA,181,57.3,0.65,0.49,0.81,38%,28%,79%,71%
1,308,5403,102058,0,VA,171,55.6,0.18,0.02,0.34,73%,45%,75%,70%
1,308,6062,102065,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,308,4029,102047,0,CY,247,55.4,0.16,0.02,0.30,44%,35%,74%,72%
1,308,4026,102045,0,CY,233,51.8,-0.09,-0.23,0.05,65%,40%,73%,64%
2,308,7004,102068,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,308,7000,102066,0,CYS,14,NE,NE,NE,NE,NE,NE,NE,NE
2,308,7005,102069,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,308,7007,102070,0,CYS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,308,7002,102067,0,CYS,34,2.4,-2.53,-2.93,-2.14,0%,0%,0%,0%
4,308,,,,,3589,50.3,0.06,0.02,0.09,54.7%,30.7%,62.4%,56.8%
1,309,4036,137531,0,ACC,226,57.3,0.44,0.29,0.58,44%,42%,79%,77%
1,309,6000,102162,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,309,6004,141859,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,309,4032,102156,0,FD,244,62.4,0.42,0.28,0.56,68%,59%,88%,84%
1,309,4033,102157,0,CY,243,47.8,0.23,0.10,0.37,44%,31%,63%,59%
1,309,6905,133386,0,AC,186,48.1,0.32,0.16,0.48,36%,16%,55%,49%
1,309,4000,140935,0,F,,,,,,,,,
1,309,4705,139616,0,ACC,165,48.7,0.42,0.26,0.59,58%,28%,65%,61%
1,309,6001,102163,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,309,4030,102154,0,CY,242,54.3,0.26,0.12,0.39,28%,22%,70%,66%
1,309,4029,102153,0,CY,198,54.2,0.31,0.16,0.47,54%,36%,69%,64%
1,309,4031,102155,0,CY,196,43.0,0.26,0.09,0.42,16%,12%,44%,32%
1,309,4037,131757,0,CY,202,46.0,0.24,0.09,0.39,23%,12%,52%,47%
1,309,4703,139362,0,ACC,125,39.9,LOWCOV,LOWCOV,LOWCOV,28%,17%,26%,26%
1,309,4001,140968,0,FUTC,33,32.1,-1.26,-1.70,-0.82,0%,0%,36%,24%
1,309,4034,137745,0,ACC,155,42.1,-0.22,-0.41,-0.04,0%,0%,72%,0%
2,309,7000,102175,0,CYS,11,15.6,-1.24,-1.94,-0.55,0%,0%,18%,0%
2,309,6002,135683,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,309,7006,102178,0,CYS,23,NE,NE,NE,NE,NE,NE,NE,NE
2,309,7008,135534,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,309,7001,102176,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE
4,309,,,,,2252,49.3,0.25,0.20,0.29,36.5%,26.0%,62.6%,53.1%
1,310,4000,138227,0,F,,,,,,,,,
1,310,4032,137178,0,ACC,169,55.9,0.70,0.53,0.86,87%,47%,70%,67%
1,310,4022,137199,0,ACC,175,52.1,0.49,0.31,0.66,30%,14%,71%,55%
1,310,4033,137177,0,ACC,149,45.1,0.06,-0.17,0.29,24%,6%,47%,44%
1,310,6000,102245,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,310,4020,137204,0,ACC,279,53.3,0.43,0.30,0.56,63%,34%,69%,61%
1,310,6002,102247,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,310,6083,135334,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,310,6075,102257,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,310,4024,137028,0,ACC,296,56.4,0.35,0.22,0.47,43%,32%,74%,72%
1,310,4021,137075,0,ACC,296,51.9,0.07,-0.05,0.20,34%,22%,66%,58%
1,310,4001,142864,0,F,,,,,,,,,
1,310,6204,135687,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,310,6080,134891,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,310,4027,137198,0,ACC,188,47.5,0.03,-0.15,0.21,43%,31%,56%,41%
1,310,4700,102243,0,VA,145,60.8,0.49,0.31,0.67,73%,54%,85%,81%
1,310,5400,138458,0,ACC,145,56.2,0.14,-0.03,0.32,58%,41%,77%,72%
1,310,2049,141071,0,ACC,,,,,,,,,
1,310,4026,102239,0,CY,267,55.2,0.64,0.51,0.77,89%,46%,64%,60%
2,310,7005,133317,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,310,7002,102260,0,CYS,30,1.2,-2.09,-2.52,-1.65,0%,0%,0%,0%
4,310,,,,,2141,52.7,0.32,0.27,0.37,53.6%,32.1%,66.8%,60.3%
1,311,5401,136663,0,ACC,169,49.6,-0.26,-0.42,-0.10,36%,24%,65%,54%
1,311,4038,137189,0,ACC,182,43.4,-0.58,-0.75,-0.42,27%,19%,53%,43%
1,311,4042,139307,0,ACC,148,43.9,-0.46,-0.64,-0.28,30%,9%,43%,35%
1,311,4003,136576,0,ACC,154,47.0,-0.12,-0.30,0.05,12%,5%,48%,44%
1,311,4700,137040,0,ACC,147,54.4,0.07,-0.10,0.25,73%,46%,79%,72%
1,311,4011,140300,1,ACC,177,47.9,-0.15,-0.31,0.01,46%,23%,57%,50%
1,311,5402,136600,0,ACC,190,59.4,0.08,-0.08,0.23,91%,64%,91%,79%
1,311,6905,136090,0,AC,117,45.5,-0.20,-0.41,0.00,15%,8%,62%,56%
1,311,4006,137414,0,ACC,190,47.1,-0.46,-0.61,-0.31,34%,18%,58%,48%
1,311,5400,138326,0,ACC,220,51.9,-0.09,-0.24,0.05,55%,33%,68%,61%
1,311,4026,102344,0,CY,110,50.0,-0.34,-0.54,-0.13,54%,18%,63%,52%
1,311,4000,137197,0,ACC,192,52.3,-0.01,-0.16,0.14,70%,35%,68%,59%
1,311,4007,143428,0,AC,,,,,,,,,
1,311,6060,102360,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,311,4037,102345,0,FD,163,49.1,-0.06,-0.23,0.10,30%,10%,67%,60%
1,311,6057,102358,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,311,4001,137396,0,ACC,156,55.2,0.39,0.22,0.55,74%,58%,74%,72%
1,311,4025,102343,0,FD,96,45.6,-0.42,-0.64,-0.20,45%,11%,43%,39%
1,311,5403,137233,0,ACC,125,57.5,0.43,0.25,0.62,84%,56%,74%,71%
1,311,4600,137145,0,ACC,205,51.5,-0.09,-0.24,0.06,42%,27%,65%,58%
1,311,4009,102341,0,FD,157,50.8,-0.14,-0.30,0.03,55%,26%,63%,61%
2,311,7000,102362,0,FDS,17,NE,NE,NE,NE,NE,NE,NE,NE
2,311,7004,142050,0,ACS,7,NE,NE,NE,NE,NE,NE,NE,NE
